Name,Year,Type,Notable Commanders,Warships_sunk_n_total_loss_No,Warships_sunk_n_total_loss_Tons-n-GRT,Warships_Damaged_No,Warships_Damaged_Tons-n-GRT,Merchant_Ships_sunk_No,Merchant_Ships_sunk_GRT,Merchant_Ships_damaged_No,Merchant_Ships_damaged_GRT,Merchant_Ships_total_loss_No,Merchant_Ships_total_loss_GRT,Fate_Event,Fate_Date,Notes,URL,Commissioned,Patrols,Wolfpacks,Flotilla,Lifespan,event,notable
U-65,1940,IXB,Hans-Gerrit von Stockhausen,0,0,0,0,12,66174,3,22490,0,0,Sunk,1941-04-28,HMS Douglas,https://en.wikipedia.org/wiki/German_submarine_U-65_(1939),1940-02-15,6,NA,"{'2nd U-boat Flotilla': ['15 February 1940 ', ' 28 April 1941']}",438,1,1
U-66,1940,IXC,"Robert-Richard Zapp,Friedrich Markworth",0,0,2,64,33,200021,2,22674,0,0,Sunk,1944-05-06,"USS Buckley, US Avenger & Wildcat aircraft",https://en.wikipedia.org/wiki/German_submarine_U-66_(1940),1941-01-02,10,"{'West': ['24 May', '5 June 1941'], 'Rochen': ['27 January', '1 March 1943'], 'Tümmler': ['1', '17 March 1943'], 'Aufnahme': ['5', '10 May 1943']}","{'2nd U-boat Flotilla': ['2 January 1941 ', ' 6 May 1944']}",1220,1,1
U-67,1940,IXC,"Heinrich Bleichrodt,Günther Müller-Stöckheim",0,0,0,0,13,72138,5,29726,0,0,Sunk,1943-07-16,US Avenger aircraft,https://en.wikipedia.org/wiki/German_submarine_U-67_(1940),1941-01-22,7,"{'Seeräuber': ['25', '30 March 1943'], 'Wohlgemut': ['12', '22 March 1943']}","{'2nd U-boat Flotilla': ['22 January 1941 ', ' 16 July 1943']}",905,1,1
U-68,1940,IXC,"Karl-Friedrich Merten,Albert Lauzemis",1,545,0,0,32,197453,0,0,0,0,Sunk,1944-04-10,US Avenger & Wildcat aircraft,https://en.wikipedia.org/wiki/German_submarine_U-68_(1940),1941-02-11,10,{'Eisbär': ['25 August - 1 September 1942']},"{'2nd U-boat Flotilla': ['11 February 1941 ', ' 10 April 1944']}",1154,1,1
U-69,1940,VIIC,"Jost Metzler,Wilhelm Zahn",0,0,0,0,17,67515,1,4887,1,5445,Sunk,1943-02-17,HMS Fame,https://en.wikipedia.org/wiki/German_submarine_U-69_(1940),1940-11-02,10,"{'Seewolf': ['4', '15 September 1941'], 'Brandenburg': ['15', '24 September 1941'], 'Störtebecker': ['5', '19 November 1941'], 'Gödecke': ['19', '25 November 1941'], 'Letzte Ritter': ['25 November', '3 December 1941'], 'Falke': ['8', '19 January 1943'], 'Haudegen': ['19 January', '15 February 1943']}","{'7th U-boat Flotilla': ['2 November 1940 ', ' 17 February 1943']}",837,1,1
U-70,1940,VIIC,NA,0,0,0,0,1,820,3,20484,0,0,Sunk,1941-03-07,HMS Camellia and HMS Arbutus,https://en.wikipedia.org/wiki/German_submarine_U-70_(1940),1940-11-23,1,NA,"{'7th U-boat Flotilla': ['23 November 1940 ', ' 7 March 1941']}",104,1,0
U-71,1940,VIIC,NA,0,0,0,0,5,38894,0,0,0,0,Scuttled,1945-05-02,NA,https://en.wikipedia.org/wiki/German_submarine_U-71_(1940),1940-12-14,10,"{'Grönland': ['10', '27 August 1941'], 'Bosemüller': ['28 August', '2 September 1941'], 'Seewolf': ['2', '3 September 1941'], 'Breslau': ['2', '29 October 1941'], 'Seeräuber': ['21', '23 December 1941'], 'Seydlitz': ['27 December 1941', '16 January 1942'], 'Endrass': ['12', '16 June 1942'], 'Wolf': ['13', '30 July 1942'], 'Pirat': ['31 July', '3 August 1942'], 'Steinbrinck': ['3', '7 August 1942'], 'Panther': ['10', '20 October 1942'], 'Veilchen': ['20 October', '7 November 1942'], 'Falke': ['28 December 1942', '19 January 1943'], 'Landsknecht': ['19', '28 January 1943'], 'Hartherz': ['3', '7 February 1943'], 'Adler': ['7', '13 April 1943'], 'Meise': ['13', '17 April 1943']}","{'7th U-boat Flotilla': ['14 December 1940 ', ' 31 May 1943'], '24th U-boat Flotilla': ['1 June 1943 ', ' 30 June 1944'], '22nd U-boat Flotilla': ['1 July 1944 ', ' 27 February 1945']}",1600,1,0
U-72,1940,VIIC,Waldemar Mehl,0,0,0,0,0,0,0,0,0,0,Sunk,1945-03-30,Training boat,https://en.wikipedia.org/wiki/German_submarine_U-72_(1940),1941-01-04,0,NA,"{'21st U-boat Flotilla': ['2 July 1941 ', ' 30 March 1945'], '24th U-boat Flotilla': ['9 June ', ' 1 July 1941']}",1546,1,1
U-73,1940,VIIB,Helmut Rosenbaum,4,22947,0,0,8,43945,3,22928,0,0,Sunk,1943-12-16,USS Woolsey and USS Trippe,https://en.wikipedia.org/wiki/German_submarine_U-73_(1940),1940-09-30,15,"{'West': ['31 May', '16 June 1941'], 'Kurfürst': ['16', '20 June 1941'], 'Grönland': ['12', '27 August 1941'], 'Reissewolf': ['21', '31 October 1941'], 'Wal': ['10', '15 November 1942']}","{'7th U-boat Flotilla': ['30 September 1940 ', ' 1 January 1942'], '29th U-boat Flotilla': ['1 January 1942 ', ' 16 December 1943']}",1172,1,1
U-74,1940,VIIB,Eitel-Friedrich Kentrat,1,925,1,11402,4,24694,1,123,0,0,Sunk,1942-05-02,"HMS Wishart, and HMS Wrestler",https://en.wikipedia.org/wiki/German_submarine_U-74_(1940),1940-10-31,8,"{'West': ['13', '22 May 1941'], 'Brandenburg': ['15', '20 September 1941'], 'Raubritter': ['1', '6 November 1941']}","{'7th U-boat Flotilla': ['31 October 1940 ', ' 30 November 1941'], '29th U-boat Flotilla': ['1 December 1941 ', ' 2 May 1942']}",548,1,1
U-75,1940,VIIB,NA,2,744,0,0,7,37884,0,0,0,0,Sunk,1941-12-28,HMS Kipling,https://en.wikipedia.org/wiki/German_submarine_U-75_(1940),1940-12-19,5,"{'West': ['2', '20 June 1941'], 'Goeben': ['27 September', '5 October 1941']}","{'7th U-boat Flotilla': ['19 December 1940 ', ' 1 October 1941'], '23rd U-boat Flotilla': ['1 October ', ' 28 December 1941']}",374,1,0
U-76,1940,VIIB,NA,0,0,0,0,2,7290,0,0,0,0,Sunk,1941-04-05,HMS Wolverine and HMS Scarborough,https://en.wikipedia.org/wiki/German_submarine_U-76_(1940),1940-12-09,1,NA,"{'7th U-boat Flotilla': ['3 December 1940 ', ' 5 April 1941']}",117,1,0
U-77,1940,VIIC,Heinrich Schonder,1,1050,2,2880,14,31171,2,5384,2,11637,Sunk,1943-03-29,RAF Hudson,https://en.wikipedia.org/wiki/German_submarine_U-77_(1940),1941-01-18,11,"{'West': ['6', '20 June 1941'], 'Grönland': ['10', '23 August 1941'], 'Kurfürst': ['23 August', '2 September 1941'], 'Seewolf': ['2', '7 September 1941'], 'Reissewolf': ['21', '31 October 1941'], 'Störtebecker': ['15 November', '2 December 1941']}","{'7th U-boat Flotilla': ['18 January ', ' 31 December 1941'], '23rd U-boat Flotilla': ['1 January ', ' 30 April 1942'], '29th U-boat Flotilla': ['1 May 1942 ', ' 29 March 1943']}",800,1,1
U-78,1940,VIIC,NA,0,0,0,0,0,0,0,0,0,0,Sunk,1945-04-16,Enemy artillery,https://en.wikipedia.org/wiki/German_submarine_U-78_(1940),1941-02-15,0,NA,"{'22nd U-boat Flotilla': ['15 February 1941 ', ' 28 February 1945'], '4th U-boat Flotilla': ['1 March ', ' 16 April 1945']}",1521,1,0
U-79,1941,VIIC,NA,1,625,0,0,2,2983,1,10356,0,0,Sunk,1941-12-23,HMS Hasty and HMS Hotspur,https://en.wikipedia.org/wiki/German_submarine_U-79_(1941),1941-03-13,6,"{'Goeben': ['28 September', '5 October 1941']}","{'1st U-boat Flotilla': ['13 March ', ' 30 September 1941'], '23rd U-boat Flotilla': ['1 October ', ' 23 December 1941']}",285,1,0
U-80,1941,VIIC,Georg Staats,0,0,0,0,0,0,0,0,0,0,Sunk,1944-11-28,Accident,https://en.wikipedia.org/wiki/German_submarine_U-80_(1941),1941-04-08,0,NA,"{'1st U-boat Flotilla': ['8 ', ' 30 April 1941'], '26th U-boat Flotilla': ['1 May 1941 ', ' 31 March 1942'], '24th U-boat Flotilla': ['1 April 1942 ', ' 31 August 1943'], '23rd U-boat Flotilla': ['1 September ', ' 30 November 1943'], '21st U-boat Flotilla': ['1 December 1943 ', ' 28 November 1944']}",1330,1,1
U-81,1941,VIIC,"Friedrich Guggenberger,Johann-Otto Krieg",2,23750,0,0,24,41784,1,6671,1,7472,Scrapped,1944-04-22,Enemy aircraft bomb damage,https://en.wikipedia.org/wiki/German_submarine_U-81_(1941),1941-04-26,17,NA,"{'1st U-boat Flotilla': ['26 April ', ' 30 November 1941'], '29th U-boat Flotilla': ['1 December 1941 ', ' 9 January 1944']}",1092,0,1
U-82,1941,VIIC,NA,1,1190,0,0,8,51859,1,1999,0,0,Sunk,1942-02-06,HMS Rochester and HMS Tamarisk,https://en.wikipedia.org/wiki/German_submarine_U-82_(1941),1941-05-14,3,NA,"{'3rd U-boat Flotilla': ['14 May 1941 ', ' 6 February 1942']}",268,1,0
U-83,1941,VIIB,Hans-Werner Kraus,1,96,1,6746,5,8425,1,2590,0,0,Sunk,1943-03-04,RAF Hudson,https://en.wikipedia.org/wiki/German_submarine_U-83_(1940),1941-02-08,12,"{'Bosemüller': ['28 August - 2 September 1941'], 'Seewolf': ['2', '7 September 1941'], 'Breslau': ['2', '29 October 1941']}","{'1st U-boat Flotilla': ['8 February ', ' 31 December 1941'], '23rd U-boat Flotilla': ['1 January ', ' 30 April 1942'], '29th U-boat Flotilla': ['1 May 1942 ', ' 4 March 1943']}",754,1,1
U-84,1941,VIIB,NA,0,0,0,0,6,29905,1,7176,0,0,Sunk,1943-08-07,US Liberator,https://en.wikipedia.org/wiki/German_submarine_U-84_(1941),1941-04-29,8,NA,"{'1st U-boat Flotilla': ['29 April 1941 ', ' 7 August 1943']}",830,1,0
U-85,1941,VIIB,NA,0,0,0,0,3,15060,0,0,0,0,Sunk,1942-04-14,USS Roper,https://en.wikipedia.org/wiki/German_submarine_U-85_(1941),1941-06-07,4,"{'Markgraf': ['1', '11 September 1941'], 'Schlagetot': ['20 October', '1 November 1941'], 'Raubritter': ['1', '17 November 1941'], 'Störtebecker': ['17', '22 November 1941']}","{'3rd U-boat Flotilla': ['7 June 1941 ', ' 14 April 1942']}",311,1,0
U-86,1941,VIIB,NA,0,0,0,0,3,9614,1,8627,0,0,Sunk,1943-11-29,HMS Tumult and HMS Rocket,https://en.wikipedia.org/wiki/German_submarine_U-86_(1941),1941-07-08,8,"{'Zieten': ['7', '22 January 1942'], 'Wolf': ['13', '31 July 1942'], 'Natter': ['6', '8 November 1942'], 'Westwall': ['8 November - 16 December 1942'], 'Neuland': ['4', '13 March 1943'], 'Dränger': ['14', '20 March 1943'], 'Seewolf': ['21', '30 March 1943'], 'Without name': ['11', '29 July 1943'], 'Schill 2': ['17', '22 November 1943'], 'Weddigen': ['22', '29 November 1943']}","{'5th U-boat Flotilla': ['8 July ', ' 31 August 1941'], '1st U-boat Flotilla': ['1 September 1941 ', ' 29 November 1943']}",874,1,0
U-87,1941,VIIB,NA,0,0,0,0,5,38014,0,0,0,0,Sunk,1943-03-04,HMCS Shediac and HMCS St. Croix,https://en.wikipedia.org/wiki/German_submarine_U-87_(1941),1941-08-19,5,"{'Zieten': ['6', '17 January 1942'], 'Westwall': ['2', '12 March 1942'], 'Iltis': ['6', '23 September 1942'], 'Delphin II': ['20 January', '9 February 1943'], 'Rochen': ['9', '26 February 1943']}","{'6th U-boat Flotilla': ['19 August 1941 ', ' 4 March 1943']}",562,1,0
U-88,1941,VIIC,NA,0,0,0,0,2,12304,0,0,0,0,Sunk,1942-09-12,HMS Faulknor,https://en.wikipedia.org/wiki/German_submarine_U-88_(1941),1941-10-15,3,"{'Strauchritter': ['29 April - 2 May 1942'], 'Eisteufel': ['21 June - 11 July 1942'], 'Trägertod': ['12 September 1942']}","{'8th U-boat Flotilla': ['15 October 1941 ', ' 30 April 1942'], '7th U-boat Flotilla': ['1 May ', ' 30 June 1942'], '11th U-boat Flotilla': ['1 July ', ' 12 September 1942']}",332,1,0
U-89,1941,VIIC,NA,0,0,0,0,4,13815,0,0,0,0,Sunk,1943-05-12,"Fairey Swordfish aircraft, HMS Broadway and HMS Lagan",https://en.wikipedia.org/wiki/German_submarine_U-89_(1941),1941-11-19,5,"{'Endrass': ['12', '17 June 1942'], 'Tümmler': ['4', '7 October 1942'], 'Panther': ['10', '20 October 1942'], 'Veilchen': ['20 October', '5 November 1942'], 'Pfeil': ['1', '9 February 1943'], 'Neptun': ['20', '28 February 1943'], 'Wildfang': ['28 February', '5 March 1943'], 'Burggraf': ['5 March 1943'], 'Raubgraf': ['7', '15 March 1943'], 'Drossel': ['29 April', '12 May 1943']}","{'8th U-boat Flotilla': ['19 November 1941 ', ' 30 April 1942'], '9th U-boat Flotilla': ['1 ', ' 12 May 1943']}",539,1,0
U-90,1941,VIIC,NA,0,0,0,0,0,0,0,0,0,0,Sunk,1942-07-24,HMCS St. Croix,https://en.wikipedia.org/wiki/German_submarine_U-90_(1941),1941-12-20,1,"{'Wolf': ['13', '24 July 1942']}","{'8th U-boat Flotilla': ['20 December 1941 ', ' 30 June 1942'], '9th U-boat Flotilla': ['1 ', ' 24 July 1942']}",216,1,0
U-91,1941,VIIC,NA,1,1375,0,0,4,26194,0,0,0,0,Sunk,1944-02-26,"HMS Affleck, HMS Gore and HMS Gould",https://en.wikipedia.org/wiki/German_submarine_U-91_(1941),1942-01-28,6,"{'Vorwärts': ['25 August - 26 September 1942'], 'Natter': ['6', '8 November 1942'], 'Westwall': ['8 November - 12 December 1942'], 'Knappen': ['19', '25 February 1943'], 'Burggraf': ['4', '5 March 1943'], 'Raubgraf': ['7', '17 March 1943'], 'Without name': ['5', '10 May 1943'], 'Lech': ['10', '15 May 1943'], 'Donau 2': ['15', '26 May 1943'], 'Rossbach': ['6', '9 October 1943'], 'Schlieffen': ['14', '22 October 1943'], 'Siegfried': ['22', '27 October 1943'], 'Igel 2': ['3', '17 February 1944'], 'Hai 1': ['17', '22 February 1944'], 'Preussen': ['22', '26 February 1944']}","{'5th U-boat Flotilla': ['28 January ', ' 31 August 1942'], '9th U-boat Flotilla': ['1 September 1942 ', ' 26 February 1944']}",759,1,0
U-92,1942,VIIC,NA,1,1625,0,0,2,17612,1,9348,0,0,Scrapped,NA,NA,https://en.wikipedia.org/wiki/German_submarine_U-92_(1942),1942-03-03,9,NA,"{'5th U-boat Flotilla': ['3 March ', ' 31 August 1942'], '9th U-boat Flotilla': ['1 September 1942 ', ' 12 October 1944']}",NA,0,0
U-93,1940,VIIC,Claus Korth,0,0,0,0,8,43392,0,0,0,0,Sunk,1942-01-15,HMS Hesperus,https://en.wikipedia.org/wiki/German_submarine_U-93_(1940),1940-07-30,7,"{'West': ['8', '26 May 1941'], 'Süd': ['22 July', '5 August 1941'], 'Schlagetot': ['23 October', '1 November 1941'], 'Raubritter': ['1', '8 November 1941'], 'Seydlitz': ['27 December 1941', '15 January 1942']}","{'7th U-boat Flotilla': ['30 July 1940 ', ' 15 January 1942']}",534,1,1
U-94,1940,VIIC,"Otto Ites,Herbert Kuppisch",0,0,0,0,26,141852,1,8022,0,0,Sunk,1942-08-28,US Catalina & HMCS Oakville,https://en.wikipedia.org/wiki/German_submarine_U-94_(1940),1940-08-10,10,"{'West': ['8', '29 May 1941'], 'Süd': ['22 July', '5 August 1941'], 'Seewolf': ['5', '15 September 1941'], 'Brandenburg': ['15', '29 September 1941'], 'Robbe': ['17', '24 January 1942'], 'Hecht': ['8 May', '16 June 1942']}","{'7th U-boat Flotilla': ['10 August 1940 ', ' 28 August 1942']}",748,1,1
U-95,1940,VIIC,NA,0,0,0,0,8,28415,4,27916,0,0,Sunk,1941-11-28,O 21,https://en.wikipedia.org/wiki/German_submarine_U-95_(1940),1940-08-31,7,"{'Bosemüller': ['28 August - 2 September 1941'], 'Seewolf': ['2', '14 September 1941']}","{'7th U-boat Flotilla': ['31 August 1940 ', ' 28 November 1941']}",454,1,0
U-96,1940,VIIC,"Heinrich Lehmann-Willenbrock,Hans-Jürgen Hellriegel,Heinrich Schroeteler",0,0,0,0,27,181206,4,33043,1,8888,Sunk,1945-03-30,Film 'Das Boot',https://en.wikipedia.org/wiki/German_submarine_U-96_(1940),1940-09-14,11,NA,"{'7th U-boat Flotilla': ['14 September 1940 ', ' 31 March 1943'], '24th U-boat Flotilla': ['1 April 1943 - 30 June 1944'], '22nd U-boat Flotilla': ['1 July 1944 - 15 February 1945']}",1658,1,1
U-97,1940,VIIC,NA,1,6833,0,0,15,64404,1,9718,0,0,Sunk,1943-06-16,RAAF Hudson,https://en.wikipedia.org/wiki/German_submarine_U-97_(1940),1940-09-28,13,"{'West': ['8', '27 May 1941'], 'Goeben': ['20', '29 September 1941']}","{'7th U-boat Flotilla': ['28 September 1940 ', ' 31 October 1941'], '23rd U-boat Flotilla': ['1 November 1941 ', ' 30 April 1942'], '29th U-boat Flotilla': ['1 May 1942 ', ' 16 June 1943']}",991,1,0
U-98,1940,VIIC,Robert Gysae,1,10549,1,185,10,48878,0,0,0,0,Sunk,1942-11-15,HMS Wrestler,https://en.wikipedia.org/wiki/German_submarine_U-98_(1940),1940-10-12,9,"{'West': ['8', '27 May 1941'], 'Seewolf': ['3', '15 September 1941'], 'Störtebecker': ['5', '19 November 1941'], 'Gödecke': ['19', '22 November 1941'], 'Natter': ['30 October', '8 November 1942'], 'Westwall': ['8', '15 November 1942']}","{'7th U-boat Flotilla': ['12 October 1940 ', ' 15 November 1942']}",764,1,1
U-99,1940,VIIB,Otto Kretschmer,3,46440,0,0,35,198218,5,37965,0,0,Sunk,1941-03-17,HMS Walker,https://en.wikipedia.org/wiki/German_submarine_U-99_(1940),1940-04-18,8,NA,"{'7th U-boat Flotilla': ['18 April 1940 ', ' 17 March 1941']}",333,1,1
U-100,1940,VIIB,Joachim Schepke,0,0,0,0,25,135614,4,17229,1,2205,Sunk,1941-03-17,HMS Vanoc,https://en.wikipedia.org/wiki/German_submarine_U-100_(1940),1940-05-30,6,NA,"{'7th U-boat Flotilla': ['30 May 1940 ', ' 17 March 1941']}",291,1,1
U-101,1940,VIIB,"Fritz Frauenheim,Ernst Mengersen,Karl-Heinz Marbach,Egon-Reiner von Schlippenbach",1,1190,0,0,22,111673,2,9113,0,0,Scuttled,1945-05-03,NA,https://en.wikipedia.org/wiki/German_submarine_U-101_(1940),1940-03-11,10,"{'Rösing': ['12', '15 June 1940'], 'West': ['2', '20 June 1941'], 'Grönland': ['12', '27 August 1941'], 'Reissewolf': ['21', '29 October 1941']}","{'7th U-boat Flotilla': ['11 March 1940 ', ' 28 February 1942'], '26th U-boat Flotilla': ['1 ', ' 31 March 1942'], '21st U-boat Flotilla': ['1 April ', ' 31 August 1942'], '24th U-boat Flotilla': ['1 September 1942 ', ' 31 August 1943'], '23rd U-boat Flotilla': ['1 September ', ' 22 October 1943']}",1879,1,1
U-102,1940,VIIB,NA,0,0,0,0,1,5219,0,0,0,0,Sunk,1940-07-01,HMS Vansittart,https://en.wikipedia.org/wiki/German_submarine_U-102_(1940),1940-04-27,1,NA,"{'7th U-boat Flotilla': ['27 April ', ' 1 July 1940']}",65,1,0
U-103,1940,IXB,"Viktor Schütze,Werner Winter",0,0,0,0,45,237596,3,28158,0,0,Scuttled,1945-05-03,NA,https://en.wikipedia.org/wiki/German_submarine_U-103_(1940),1940-07-05,11,"{'Störtebecker': ['5', '7 November 1941'], 'Streitaxt': ['29 October', '2 November 1942'], 'Schlagetot': ['9', '21 November 1942'], 'Westwall': ['21 November', '16 December 1942'], 'Robbe': ['16 February', '12 March 1943'], 'Wohlgemut': ['12', '19 March 1943'], 'Amsel 4': ['4', '6 May 1943'], 'Rhein': ['7', '10 May 1943'], 'Elbe 2': ['10', '14 May 1943']}","{'2nd U-boat Flotilla': ['5 July 1940 ', ' 1 January 1944'], '24th U-boat Flotilla': ['1 January ', ' 1 March 1944']}",1763,1,1
U-104,1940,IXB,NA,0,0,0,0,1,8240,1,10516,0,0,Sunk,1940-11-28,Struck a mine,https://en.wikipedia.org/wiki/German_submarine_U-104_(1940),1940-08-19,1,NA,"{'2nd U-boat Flotilla': ['19 August 1940 ', ' 28 November 1940']}",101,1,0
U-105,1940,IXB,Georg Schewe,1,1546,0,0,22,123924,0,0,0,0,Sunk,1943-06-02,Free French Potez-CAMS 141 flying boat,https://en.wikipedia.org/wiki/German_submarine_U-105_(1940),1940-09-10,9,NA,"{'2nd U-boat Flotilla': ['10 September 1940 ', ' 2 June 1943[1]']}",995,1,1
U-106,1940,IXB,"Jürgen Oesten,Hermann Rasch",0,0,2,39346,22,138581,2,12634,0,0,Sunk,1943-08-02,RAAF Sunderland,https://en.wikipedia.org/wiki/German_submarine_U-106_(1940),1940-09-24,10,"{'Raubritter': ['1', '15 November 1941'], 'Westwall': ['1', '16 December 1942'], 'Unverzagt': ['12', '22 March 1943']}","{'2nd U-boat Flotilla': ['24 September 1940 ', ' 2 August 1943']}",1042,1,1
U-107,1940,IXB,"Günter Hessler,Harald Gelhaus",2,10411,1,8246,37,207375,3,17392,0,0,Sunk,1944-08-18,RAF Sunderland,https://en.wikipedia.org/wiki/German_submarine_U-107_(1940),1940-10-08,13,"{'Störtebecker': ['5', '7 November 1941'], 'Seeräuber': ['14', '23 December 1941'], 'Blücher': ['23', '28 August 1942'], 'Iltis': ['6', '23 September 1942'], 'Hartherz': ['3', '7 February 1943'], 'Delphin': ['11', '14 February 1943'], 'Robbe': ['16 February', '13 March 1943'], 'Amsel 2': ['4', '6 May 1943'], 'Elbe': ['7', '10 May 1943'], 'Elbe 2': ['10', '14 May 1943'], 'Weddigen': ['24 November', '7 December 1943'], 'Coronel': ['7', '8 December 1943'], 'Coronel 2': ['8', '14 December 1943'], 'Coronel 3': ['14', '17 December 1943'], 'Borkum': ['18', '30 December 1943']}","{'2nd U-boat Flotilla': ['8 October 1940 ', ' 18 August 1944']}",1410,1,1
U-108,1940,IXB,Klaus Scholtz,1,16644,0,0,25,118722,0,0,0,0,Scuttled,1944-04-11,Air raid,https://en.wikipedia.org/wiki/German_submarine_U-108_(1940),1940-10-22,11,"{'West': ['2', '20 June 1941'], 'Seeräuber': ['14', '22 December 1941'], 'Schlagetot': ['9', '17 November 1942'], 'Rochen': ['28 January - 11 February 1943'], 'Adler': ['7', '13 April 1943'], 'Meise': ['13', '27 April 1943'], 'Specht': ['27', '28 April 1943']}","{'2nd U-boat Flotilla': ['22 October 1940 ', ' 31 August 1943'], '8th U-boat Flotilla': ['1 September 1943 ', ' 11 April 1944']}",1267,1,1
U-109,1940,IXB,Heinrich Bleichrodt,0,0,0,0,12,79969,1,6548,0,0,Sunk,1943-05-04,RAF Liberator,https://en.wikipedia.org/wiki/German_submarine_U-109_(1940),1940-12-05,9,"{'West': ['13', '23 May 1941'], 'Süd': ['22 July - 5 August 1941'], 'Mordbrenner': ['16 October - 3 November 1941'], 'Wohlgemut': ['12', '18 March 1943']}","{'2nd U-boat Flotilla': ['5 Dec 1940 ', ' 4 May 1943']}",880,1,1
U-110,1940,IXB,Fritz-Julius Lemp,0,0,0,0,3,10149,2,8675,0,0,Captured,1941-05-09,"HMS Aubrietia,HMS Broadway,HMS Bulldog",https://en.wikipedia.org/wiki/German_submarine_U-110_(1940),1940-11-21,2,NA,"{'2nd U-boat Flotilla': ['21 November 1940 ', ' 9 May 1941']}",169,1,1
U-111,1940,IXB,Wilhelm Kleinschmidt,0,0,0,0,4,24176,1,13037,0,0,Sunk,1941-10-04,HMS Lady Shirley,https://en.wikipedia.org/wiki/German_submarine_U-111_(1940),1940-12-19,2,{'West': ['13 May - 5 June 1941']},"{'2nd U-boat Flotilla': ['19 December 1940 ', ' 4 October 1941']}",289,1,1
U-116,1941,XB,NA,0,0,0,0,1,4284,1,7093,0,0,Missing,1942-10-06,NA,https://en.wikipedia.org/wiki/German_submarine_U-116_(1941),1941-07-26,4,NA,"{'2nd U-boat Flotilla': ['26 July 1941 - 31 January 1942'], '1st U-boat Flotilla': ['1 February - 6 October 1942']}",437,1,0
U-117,1941,XB,NA,0,0,0,0,0,0,1,7177,1,7092,Sunk,1943-08-07,US Avenger aircraft,https://en.wikipedia.org/wiki/German_submarine_U-117_(1941),1941-10-25,5,NA,"{'2nd U-boat Flotilla': ['25 October 1941 - 31 January 1942'], '1st U-boat Flotilla': ['1 February - 14 October 1942'], '11th U-boat Flotilla': ['15 October - 30 November 1942'], '12th U-boat Flotilla': ['1 December 1942 - 7 August 1943']}",651,1,0
U-118,1941,XB,NA,1,925,0,0,3,14064,2,11945,0,0,Sunk,1943-06-12,US Avenger aircraft,https://en.wikipedia.org/wiki/German_submarine_U-118_(1941),NA,4,"{'Wotan': ['5', '7 October 1942'], 'Westwall': ['28', '30 November 1942'], 'Rochen': ['13', '14 February 1943']}","{'4th U-boat Flotilla': ['6 December 1941 - 30 September 1942'], '10th U-boat Flotilla': ['1 - 31 October 1942'], '12th U-boat Flotilla': ['1 November 1942 - 12 June 1943']}",NA,1,0
U-119,1942,XB,NA,0,0,0,0,1,2937,1,7176,0,0,Sunk,1943-06-24,HMS Starling,https://en.wikipedia.org/wiki/German_submarine_U-119_(1942),1942-04-02,2,NA,"{'4th U-boat Flotilla': ['2 April 1942 ', ' 31 January 1943'], '12th U-boat Flotilla': ['1 February ', ' 24 June 1943']}",448,1,0
U-120,1940,IIB,Ernst Bauer,0,0,0,0,0,0,0,0,0,0,Scuttled,1945-05-05,NA,https://en.wikipedia.org/wiki/German_submarine_U-120_(1940),1940-04-20,1,NA,"{'U-boat School Flotilla': ['20 April ', ' 30 June 1940'], '21st U-boat Flotilla': ['1 July 1940 ', ' 16 March 1945'], '31st U-boat Flotilla': ['17 March ', ' 5 May 1945']}",1841,1,1
U-121,1940,IIB,"Karl-Ernst Schroeter,Adalbert Schnee,Egon-Reiner von Schlippenbach,Otto Westphalen",0,0,0,0,0,0,0,0,0,0,Scuttled,1945-05-05,Training boat,https://en.wikipedia.org/wiki/German_submarine_U-121_(1940),1940-05-28,1,NA,"{'U-boat School Flotilla': ['28 May ', ' 30 June 1940'], '21st U-boat Flotilla': ['16 May 1942 ', ' 16 March 1945'], '24th U-boat Flotilla': ['26 March ', ' 15 May 1942'], '31st U-boat Flotilla': ['17 March -5 May 1945']}",1803,1,1
